atom,gamma_code,code_length,formula_length,length_match,translation,derivative,expected_derivative,derivative_match,closed_disk_image_bound,common_compact_containment,global_prefix_free,inventory_tags,inventory_filter_stage,candidate_target_calls
3274,00000000000110011001010,23,23,True,-2936831/16777216,1/8388608,1/8388608,True,2936833/16777216,True,True,all_integer_control|matched_density_hash,post_freeze_evaluator,0
3275,00000000000110011001011,23,23,True,5451777/16777216,1/8388608,1/8388608,True,5451779/16777216,True,True,all_integer_control,post_freeze_evaluator,0
3276,00000000000110011001100,23,23,True,-5033983/16777216,1/8388608,1/8388608,True,5033985/16777216,True,True,all_integer_control,post_freeze_evaluator,0
3277,00000000000110011001101,23,23,True,3354625/16777216,1/8388608,1/8388608,True,3354627/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
3278,00000000000110011001110,23,23,True,-839679/16777216,1/8388608,1/8388608,True,839681/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
3279,00000000000110011001111,23,23,True,7548929/16777216,1/8388608,1/8388608,True,7548931/16777216,True,True,all_integer_control,post_freeze_evaluator,0
3280,00000000000110011010000,23,23,True,-7655423/16777216,1/8388608,1/8388608,True,7655425/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
3281,00000000000110011010001,23,23,True,733185/16777216,1/8388608,1/8388608,True,733187/16777216,True,True,all_integer_control|matched_density_hash,post_freeze_evaluator,0
3282,00000000000110011010010,23,23,True,-3461119/16777216,1/8388608,1/8388608,True,3461121/16777216,True,True,all_integer_control|matched_density_seeded_random,post_freeze_evaluator,0
3283,00000000000110011010011,23,23,True,4927489/16777216,1/8388608,1/8388608,True,4927491/16777216,True,True,all_integer_control,post_freeze_evaluator,0
3284,00000000000110011010100,23,23,True,-5558271/16777216,1/8388608,1/8388608,True,5558273/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
3285,00000000000110011010101,23,23,True,2830337/16777216,1/8388608,1/8388608,True,2830339/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
3286,00000000000110011010110,23,23,True,-1363967/16777216,1/8388608,1/8388608,True,1363969/16777216,True,True,all_integer_control,post_freeze_evaluator,0
3287,00000000000110011010111,23,23,True,7024641/16777216,1/8388608,1/8388608,True,7024643/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
3288,00000000000110011011000,23,23,True,-6606847/16777216,1/8388608,1/8388608,True,6606849/16777216,True,True,all_integer_control|matched_density_seeded_random,post_freeze_evaluator,0
3289,00000000000110011011001,23,23,True,1781761/16777216,1/8388608,1/8388608,True,1781763/16777216,True,True,all_integer_control|matched_density_seeded_random|matched_density_hash,post_freeze_evaluator,0
3290,00000000000110011011010,23,23,True,-2412543/16777216,1/8388608,1/8388608,True,2412545/16777216,True,True,all_integer_control|matched_density_seeded_random,post_freeze_evaluator,0
3291,00000000000110011011011,23,23,True,5976065/16777216,1/8388608,1/8388608,True,5976067/16777216,True,True,all_integer_control|matched_density_hash|arbitrary_decidable_modular,post_freeze_evaluator,0
3292,00000000000110011011100,23,23,True,-4509695/16777216,1/8388608,1/8388608,True,4509697/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
3293,00000000000110011011101,23,23,True,3878913/16777216,1/8388608,1/8388608,True,3878915/16777216,True,True,all_integer_control,post_freeze_evaluator,0
3294,00000000000110011011110,23,23,True,-315391/16777216,1/8388608,1/8388608,True,315393/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
3295,00000000000110011011111,23,23,True,8073217/16777216,1/8388608,1/8388608,True,8073219/16777216,True,True,all_integer_control,post_freeze_evaluator,0
3296,00000000000110011100000,23,23,True,-7917567/16777216,1/8388608,1/8388608,True,7917569/16777216,True,True,all_integer_control,post_freeze_evaluator,0
3297,00000000000110011100001,23,23,True,471041/16777216,1/8388608,1/8388608,True,471043/16777216,True,True,all_integer_control|matched_density_seeded_random,post_freeze_evaluator,0
3298,00000000000110011100010,23,23,True,-3723263/16777216,1/8388608,1/8388608,True,3723265/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
3299,00000000000110011100011,23,23,True,4665345/16777216,1/8388608,1/8388608,True,4665347/16777216,True,True,prime_evaluator|all_integer_control|matched_density_seeded_random|arbitrary_decidable_modular,post_freeze_evaluator,0
3300,00000000000110011100100,23,23,True,-5820415/16777216,1/8388608,1/8388608,True,5820417/16777216,True,True,all_integer_control,post_freeze_evaluator,0
3301,00000000000110011100101,23,23,True,2568193/16777216,1/8388608,1/8388608,True,2568195/16777216,True,True,prime_evaluator|all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
3302,00000000000110011100110,23,23,True,-1626111/16777216,1/8388608,1/8388608,True,1626113/16777216,True,True,all_integer_control,post_freeze_evaluator,0
3303,00000000000110011100111,23,23,True,6762497/16777216,1/8388608,1/8388608,True,6762499/16777216,True,True,all_integer_control,post_freeze_evaluator,0
3304,00000000000110011101000,23,23,True,-6868991/16777216,1/8388608,1/8388608,True,6868993/16777216,True,True,all_integer_control,post_freeze_evaluator,0
3305,00000000000110011101001,23,23,True,1519617/16777216,1/8388608,1/8388608,True,1519619/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
3306,00000000000110011101010,23,23,True,-2674687/16777216,1/8388608,1/8388608,True,2674689/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
3307,00000000000110011101011,23,23,True,5713921/16777216,1/8388608,1/8388608,True,5713923/16777216,True,True,prime_evaluator|all_integer_control,post_freeze_evaluator,0
3308,00000000000110011101100,23,23,True,-4771839/16777216,1/8388608,1/8388608,True,4771841/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
3309,00000000000110011101101,23,23,True,3616769/16777216,1/8388608,1/8388608,True,3616771/16777216,True,True,all_integer_control,post_freeze_evaluator,0
3310,00000000000110011101110,23,23,True,-577535/16777216,1/8388608,1/8388608,True,577537/16777216,True,True,all_integer_control,post_freeze_evaluator,0
3311,00000000000110011101111,23,23,True,7811073/16777216,1/8388608,1/8388608,True,7811075/16777216,True,True,all_integer_control,post_freeze_evaluator,0
3312,00000000000110011110000,23,23,True,-7393279/16777216,1/8388608,1/8388608,True,7393281/16777216,True,True,all_integer_control|matched_density_seeded_random|arbitrary_decidable_modular,post_freeze_evaluator,0
3313,00000000000110011110001,23,23,True,995329/16777216,1/8388608,1/8388608,True,995331/16777216,True,True,prime_evaluator|all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
3314,00000000000110011110010,23,23,True,-3198975/16777216,1/8388608,1/8388608,True,3198977/16777216,True,True,all_integer_control,post_freeze_evaluator,0
3315,00000000000110011110011,23,23,True,5189633/16777216,1/8388608,1/8388608,True,5189635/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
3316,00000000000110011110100,23,23,True,-5296127/16777216,1/8388608,1/8388608,True,5296129/16777216,True,True,all_integer_control,post_freeze_evaluator,0
3317,00000000000110011110101,23,23,True,3092481/16777216,1/8388608,1/8388608,True,3092483/16777216,True,True,all_integer_control,post_freeze_evaluator,0
3318,00000000000110011110110,23,23,True,-1101823/16777216,1/8388608,1/8388608,True,1101825/16777216,True,True,all_integer_control,post_freeze_evaluator,0
3319,00000000000110011110111,23,23,True,7286785/16777216,1/8388608,1/8388608,True,7286787/16777216,True,True,prime_evaluator|all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
3320,00000000000110011111000,23,23,True,-6344703/16777216,1/8388608,1/8388608,True,6344705/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
3321,00000000000110011111001,23,23,True,2043905/16777216,1/8388608,1/8388608,True,2043907/16777216,True,True,all_integer_control,post_freeze_evaluator,0
3322,00000000000110011111010,23,23,True,-2150399/16777216,1/8388608,1/8388608,True,2150401/16777216,True,True,all_integer_control|matched_density_seeded_random|arbitrary_decidable_modular,post_freeze_evaluator,0
3323,00000000000110011111011,23,23,True,6238209/16777216,1/8388608,1/8388608,True,6238211/16777216,True,True,prime_evaluator|all_integer_control|matched_density_seeded_random,post_freeze_evaluator,0
3324,00000000000110011111100,23,23,True,-4247551/16777216,1/8388608,1/8388608,True,4247553/16777216,True,True,all_integer_control|matched_density_seeded_random,post_freeze_evaluator,0
3325,00000000000110011111101,23,23,True,4141057/16777216,1/8388608,1/8388608,True,4141059/16777216,True,True,all_integer_control,post_freeze_evaluator,0
3326,00000000000110011111110,23,23,True,-53247/16777216,1/8388608,1/8388608,True,53249/16777216,True,True,all_integer_control|matched_density_seeded_random|matched_density_hash|arbitrary_decidable_modular,post_freeze_evaluator,0
3327,00000000000110011111111,23,23,True,8335361/16777216,1/8388608,1/8388608,True,8335363/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
3328,00000000000110100000000,23,23,True,-8343551/16777216,1/8388608,1/8388608,True,8343553/16777216,True,True,all_integer_control,post_freeze_evaluator,0
3329,00000000000110100000001,23,23,True,45057/16777216,1/8388608,1/8388608,True,45059/16777216,True,True,prime_evaluator|all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
3330,00000000000110100000010,23,23,True,-4149247/16777216,1/8388608,1/8388608,True,4149249/16777216,True,True,all_integer_control,post_freeze_evaluator,0
3331,00000000000110100000011,23,23,True,4239361/16777216,1/8388608,1/8388608,True,4239363/16777216,True,True,prime_evaluator|all_integer_control,post_freeze_evaluator,0
3332,00000000000110100000100,23,23,True,-6246399/16777216,1/8388608,1/8388608,True,6246401/16777216,True,True,all_integer_control|matched_density_hash,post_freeze_evaluator,0
3333,00000000000110100000101,23,23,True,2142209/16777216,1/8388608,1/8388608,True,2142211/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
3334,00000000000110100000110,23,23,True,-2052095/16777216,1/8388608,1/8388608,True,2052097/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
3335,00000000000110100000111,23,23,True,6336513/16777216,1/8388608,1/8388608,True,6336515/16777216,True,True,all_integer_control,post_freeze_evaluator,0
3336,00000000000110100001000,23,23,True,-7294975/16777216,1/8388608,1/8388608,True,7294977/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
3337,00000000000110100001001,23,23,True,1093633/16777216,1/8388608,1/8388608,True,1093635/16777216,True,True,all_integer_control,post_freeze_evaluator,0
3338,00000000000110100001010,23,23,True,-3100671/16777216,1/8388608,1/8388608,True,3100673/16777216,True,True,all_integer_control|matched_density_hash,post_freeze_evaluator,0
3339,00000000000110100001011,23,23,True,5287937/16777216,1/8388608,1/8388608,True,5287939/16777216,True,True,all_integer_control,post_freeze_evaluator,0
3340,00000000000110100001100,23,23,True,-5197823/16777216,1/8388608,1/8388608,True,5197825/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
3341,00000000000110100001101,23,23,True,3190785/16777216,1/8388608,1/8388608,True,3190787/16777216,True,True,all_integer_control|matched_density_seeded_random|arbitrary_decidable_modular,post_freeze_evaluator,0
3342,00000000000110100001110,23,23,True,-1003519/16777216,1/8388608,1/8388608,True,1003521/16777216,True,True,all_integer_control|matched_density_seeded_random,post_freeze_evaluator,0
3343,00000000000110100001111,23,23,True,7385089/16777216,1/8388608,1/8388608,True,7385091/16777216,True,True,prime_evaluator|all_integer_control|matched_density_hash|arbitrary_decidable_modular,post_freeze_evaluator,0
3344,00000000000110100010000,23,23,True,-7819263/16777216,1/8388608,1/8388608,True,7819265/16777216,True,True,all_integer_control,post_freeze_evaluator,0
3345,00000000000110100010001,23,23,True,569345/16777216,1/8388608,1/8388608,True,569347/16777216,True,True,all_integer_control,post_freeze_evaluator,0
3346,00000000000110100010010,23,23,True,-3624959/16777216,1/8388608,1/8388608,True,3624961/16777216,True,True,all_integer_control,post_freeze_evaluator,0
3347,00000000000110100010011,23,23,True,4763649/16777216,1/8388608,1/8388608,True,4763651/16777216,True,True,prime_evaluator|all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
3348,00000000000110100010100,23,23,True,-5722111/16777216,1/8388608,1/8388608,True,5722113/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
3349,00000000000110100010101,23,23,True,2666497/16777216,1/8388608,1/8388608,True,2666499/16777216,True,True,all_integer_control,post_freeze_evaluator,0
3350,00000000000110100010110,23,23,True,-1527807/16777216,1/8388608,1/8388608,True,1527809/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
3351,00000000000110100010111,23,23,True,6860801/16777216,1/8388608,1/8388608,True,6860803/16777216,True,True,all_integer_control,post_freeze_evaluator,0
3352,00000000000110100011000,23,23,True,-6770687/16777216,1/8388608,1/8388608,True,6770689/16777216,True,True,all_integer_control,post_freeze_evaluator,0
3353,00000000000110100011001,23,23,True,1617921/16777216,1/8388608,1/8388608,True,1617923/16777216,True,True,all_integer_control,post_freeze_evaluator,0
3354,00000000000110100011010,23,23,True,-2576383/16777216,1/8388608,1/8388608,True,2576385/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
3355,00000000000110100011011,23,23,True,5812225/16777216,1/8388608,1/8388608,True,5812227/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
3356,00000000000110100011100,23,23,True,-4673535/16777216,1/8388608,1/8388608,True,4673537/16777216,True,True,all_integer_control,post_freeze_evaluator,0
3357,00000000000110100011101,23,23,True,3715073/16777216,1/8388608,1/8388608,True,3715075/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
3358,00000000000110100011110,23,23,True,-479231/16777216,1/8388608,1/8388608,True,479233/16777216,True,True,all_integer_control,post_freeze_evaluator,0
3359,00000000000110100011111,23,23,True,7909377/16777216,1/8388608,1/8388608,True,7909379/16777216,True,True,prime_evaluator|all_integer_control,post_freeze_evaluator,0
3360,00000000000110100100000,23,23,True,-8081407/16777216,1/8388608,1/8388608,True,8081409/16777216,True,True,all_integer_control,post_freeze_evaluator,0
3361,00000000000110100100001,23,23,True,307201/16777216,1/8388608,1/8388608,True,307203/16777216,True,True,prime_evaluator|all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
